일련번호,관리번호,공원명,공원유형,시설명,소재지도로명주소,군구명,소재지지번주소,위도,경도,공원면적,주민운동시설,유희시설,편의시설,교양시설,기타시설,고시일,관리기관명,전화번호,X좌표,Y좌표,출처,비고
362,28110-00040,하늘체육공원,체육공원,배드민턴장,,중구,인천광역시 중구 중산동 1878-3 일원,37.4970917,126.5277468,60632,"축구장,풋살장,농구장,트랙,배드민턴장",,"주차장,화장실",,공원관리사무실,2007-11-06,인천광역시 중구청,032-760-7778,160728.3157,543317.2503,인천광역시 중구청,
363,28110-00074,1호,근린공원,풋살장,,중구,인천광역시 중구 운북동 2-1잡 일원,37.4970537,126.5338519,39204,"풋살장,인라인장(X-게임장),농구장",,,,,2006-10-31,인천광역시 중구청,032-760-7778,158783.1192,546462.8553,인천광역시 중구청,농구장 추가
364,28110-00074,1호,근린공원,인라인스케이트장,,중구,인천광역시 중구 운북동 2-1잡 일원,37.4970537,126.5338519,39204,"풋살장,인라인장(X-게임장),농구장",,,,,2006-10-31,인천광역시 중구청,032-760-7778,158945.3654,546612.2006,인천광역시 중구청,농구장 추가
365,28110-00075,2호,근린공원,농구장,,중구,인천광역시 중구 운북동 194-4과 일원,37.4970537,126.5338519,66408,"농구장,배드민턴장,야외운동기구","조합놀이대,흔들놀이기구",,,,2006-10-31,인천광역시 중구청,032-760-7778,158684.2526,546537.061,인천광역시 중구청,"풋살장->농구장 변경,야외운동기구 추가"
366,28110-00075,2호,근린공원,배드민턴장,,중구,인천광역시 중구 운북동 194-4과 일원,37.4970537,126.5338519,66408,"농구장,배드민턴장,야외운동기구","조합놀이대,흔들놀이기구",,,,2006-10-31,인천광역시 중구청,032-760-7778,158676.2514,546563.4595,인천광역시 중구청,"풋살장->농구장 변경,야외운동기구 추가"
367,28110-00081,8호,근린공원,농구장,,중구,인천광역시 중구 운북동 산90-4임 일원,37.4970537,126.5338519,65176,"농구장,배드민턴장",,,,공원관리사무실,2006-10-31,인천광역시 중구청,032-760-7778,157166.6648,547935.0531,인천광역시 중구청,풋살장->농구장 변경
368,28110-00081,8호,근린공원,배드민턴장,,중구,인천광역시 중구 운북동 산90-4임 일원,37.4970537,126.5338519,65176,"농구장,배드민턴장",,,,공원관리사무실,2006-10-31,인천광역시 중구청,032-760-7778,157179.1873,547919.5038,인천광역시 중구청,풋살장->농구장 변경
369,28200-00102,만수천공원,어린이공원,야외운동기구,인천광역시 남동구 만수동 929,남동구,인천광역시 남동구 만수동 929,37.4505762,126.7267324,721,"배드민턴장,야외운동기구","조합놀이대,그네,시소,모래밭",음수전,,,1981-03-13,인천광역시 남동구청,032-453-2850,175808.2584,539078.9421,인천광역시 남동구청,"소운동장->배드민턴장 변경,야외운동기구 추가"
370,28200-00109,작은구월공원,어린이공원,야외운동기구,인천광역시 남동구 구월동 1281-8,남동구,인천광역시 남동구 구월동 1281-8,37.4495274,126.7211378,1571,"배드민턴장,야외운동기구","조합놀이대,그네,모래밭","음수전,화장실",,,1981-03-13,인천광역시 남동구청,032-453-2850,175313.8526,538940.5975,인천광역시 남동구청,"소운동장->배드민턴장 변경,야외운동기구 추가"
371,28200-00122,승기공원,근린공원,농구장,인천광역시 남동구 남촌동 605일원,남동구,인천광역시 남동구 남촌동 605일원,37.4232077,126.704707,178,"축구장,테니스장,농구장",조합놀이대,"화장실,음수장,자전거보관대",,,1985-02-06,인천광역시 남동구청,032-453-2850,173907.2812,536031.7521,인천광역시 남동구청,농구장 추가
372,28200-00133,골마루공원,근린공원,운동장,인천광역시 남동구 만수6동 1049-1,남동구,인천광역시 남동구 만수6동 1049-1,37.4392326,126.7362562,1602,"배드민턴장,족구장,농구장,운동장,테니스장,풋살장","조합놀이대,시소",화장실,,,1989-06-10,인천광역시 남동구청,032-453-2850,176663.3742,537737.3369,인천광역시 남동구청,
373,28200-00135,창대공원,어린이공원,야외운동기구,인천광역시 남동구 만수동 1083-1,남동구,인천광역시 남동구 만수동 1083-1,37.4474843,126.7361705,1774,"소운동장,야외운동기구",조합놀이대,음수전,,,1990-04-30,인천광역시 남동구청,032-453-2850,176651.0252,538717.4622,인천광역시 남동구청,야외운동기구 추가
374,28200-00148,새진매공원,어린이공원,야외운동기구,인천광역시 남동구 논현동 555,남동구,인천광역시 남동구 논현동 555,37.415805,126.7128889,1505,"배드민턴장,야외운동기구","조합놀이대,회전무대,시소",,,,1994-10-24,인천광역시 남동구청,032-453-2850,174571.1467,535204.6159,인천광역시 남동구청,야외운동기구 추가
375,28200-00155,오봉공원,근린공원,야외운동기구,인천광역시 남동구 도림동 631,남동구,인천광역시 남동구 도림동 631,37.4176482,126.7305311,1826,"농구장,배드민턴장,야외운동기구",-,화장실,,,1995-08-29,인천광역시 남동구청,032-453-2850,176161.3226,535429.6561,인천광역시 남동구청,야외운동기구 추가
376,28200-00012,갯마을공원,어린이공원,야외운동기구,인천광역시 남동구 논현동 664-3,남동구,인천광역시 남동구 논현동 664-3,37.3975207,126.700739,1568,"배드민턴장,야외운동기구","놀이벽,조합놀이대,흔들놀이",,,,2000-03-31,인천광역시 남동구청,032-453-2850,176571.1,533812.3405,인천광역시 남동구청,야외운동기구 추가
377,28200-00016,논현포대공원,근린공원,다목적운동장,"인천광역시 남동구 논현동 578-1,648-1,644-1",남동구,"인천광역시 남동구 논현동 578-1,648-1,644-1",37.4075188,126.7056111,1500,"게이트볼장,농구장,배드민턴장,테니스장,다목적운동장,X-게임장",조합놀이대,"화장실,음수전,관리사무소",야외음악당,,2000-03-31,인천광역시 남동구청,032-453-2850,174209.1295,534213.3689,인천광역시 남동구청,"다목적운동장,X-게임장 추가"
378,28200-00016,논현포대공원,근린공원,X-게임장,"인천광역시 남동구 논현동 578-1,648-1,644-1",남동구,"인천광역시 남동구 논현동 578-1,648-1,644-1",37.4075188,126.7056111,1500,"게이트볼장,농구장,배드민턴장,테니스장,다목적운동장,X-게임장",조합놀이대,"화장실,음수전,관리사무소",야외음악당,,2000-03-31,인천광역시 남동구청,032-453-2850,174071.0544,533736.6318,인천광역시 남동구청,"다목적운동장,X-게임장 추가"
379,28200-00036,돌골공원,어린이공원,야외운동기구,인천광역시 남동구 만수동822-31,남동구,인천광역시 남동구 만수동822-31,37.4619408,126.7363669,3718,"배드민턴장,야외운동기구",조합놀이대,,,,2002-03-19,인천광역시 남동구청,032-453-2850,176684.8599,540316.448,인천광역시 남동구청,야외운동기구 추가
380,28200-00082,주적체육공원,체육공원,농구장,인천광역시 남동구 남동구 도림동 413-1일원,남동구,인천광역시 남동구 남동구 도림동 413-1일원,37.4337408,126.7120825,1533,"야구장,배드민턴장,테니스장,농구장",,,,,2012-08-24,인천광역시 남동구청,032-453-2850,175666.477,534999.0117,인천광역시 남동구청,"축구장->야구장 변경,농구장 추가"
381,28110-00001,자유공원,근린공원,배드민턴장,인천광역시 중구 자유공원남로 25,중구,인천광역시 중구 송학동 1가 11-1,37.4745802,126.6221322,68112,"배드민턴장,게이트볼장",,"주차장,매점,화장실",,,1944-01-08,인천광역시 중구청,032-760-7584,166509.2601,541941.4782,인천광역시 중구청,
382,28110-00040,하늘체육공원,체육공원,배드민턴장,,중구,인천광역시 중구 중산동 1878-3 일원,37.4970917,126.5277468,60632,"축구장,풋살장,농구장,트랙,배드민턴장",,"주차장,화장실",,공원관리사무실,2007-11-06,인천광역시 중구청,032-760-7778,160755.0351,543294.7624,인천광역시 중구청,
383,28110-00040,하늘체육공원,체육공원,트랙,,중구,인천광역시 중구 중산동 1878-3 일원,37.4970917,126.5277468,60632,"축구장,풋살장,농구장,트랙,배드민턴장",,"주차장,화장실",,공원관리사무실,2007-11-06,인천광역시 중구청,032-760-7778,160771.4694,543414.7479,인천광역시 중구청,
384,28110-00074,1호,근린공원,농구장,,중구,인천광역시 중구 운북동 2-1잡 일원,37.4970537,126.5338519,39204,"풋살장,인라인장(X-게임장),농구장",,,,,2006-10-31,인천광역시 중구청,032-760-7778,158805.2599,546480.1769,인천광역시 중구청,농구장 추가
385,28110-00075,2호,근린공원,야외운동기구,,중구,인천광역시 중구 운북동 194-4과 일원,37.4970537,126.5338519,66408,"농구장,배드민턴장,야외운동기구","조합놀이대,흔들놀이기구",,,,2006-10-31,인천광역시 중구청,032-760-7778,158661.6703,546528.1273,인천광역시 중구청,"풋살장->농구장 변경,야외운동기구 추가"
386,28110-00081,8호,근린공원,농구장,,중구,인천광역시 중구 운북동 산90-4임 일원,37.4970537,126.5338519,65176,"농구장,배드민턴장",,,,공원관리사무실,2006-10-31,인천광역시 중구청,032-760-7778,157052.5214,547898.1857,인천광역시 중구청,풋살장->농구장 변경
