conts_id,conts_ttl,addr,daddr,map_lat,map_lot,telno,conts_sumry,hmpg_addr,crcd_psblty_info,rprs_menu_guid,chdcnr_yn,bsn_hr_guid,packng_psblty_info,parkng_fclt_cn,rsvt_guid,hldy_guid,trtmnt_menu_cn,pet_acmpny_psblty_info,reg_dt
APD21112609214268193,토담마을,인천광역시 강화군 삼산면 삼산남로 910,,37.688869812500,126.308923256900,0329321020,"토담마을은 인천 강화군 삼산면에 위치하고 있는 한식 전문점이다. 야생화를 감상할 수 있는 초가지붕 건물로 이루어져 있어 소박하고 정겨운 분위기를 느낄 수 있다. 내부는 넓진 않지만 아늑한 분위기로 좌석이 여유롭게 배치되어 있어 편안하게 식사를 즐길 수 있다. 대표 메뉴는 밴댕이회무침정식으로 즉석솥밥, 된장찌개, 산나물반찬, 순무김치, 누룽지로 구성되어 있다. 이외에 낙지볶음정식, 꽃게탕, 해물파전, 도토리묵무침, 녹두전 등 다양한 메뉴를 맛볼 수 있다.",,가능,밴댕이회무침 정식,0,- 평일 10:00~20:00<br>- 주말 09:00~20:00,가능(일부 메뉴),가능<br>요금 (무료),,연중무휴,낙지볶음 정식 / 꽃게탕 / 해물파전 / 도토리묵무침 등,,2025-10-03 08:30:08.637409000
APD21112609173031567,장곶횟집,인천광역시 강화군 화도면 해안남로 2532,,37.628666920400,126.377524190400,0329378266,"장곶횟집은 인천 강화군 화도면에 위치한 왕새우 양식장으로 크고 통통한, 싱싱한 새우를 제공하고 있다. 이미 유명한 곳으로 새우구이를 먹으러 찾는 이들이 많다. 또한 아름다운 낙조가 분위기를 더해준다. 메뉴는 새우구이, 새우 칼국수, 새우 라면, 새우 머리 버터구이가 있다. 이곳은 시즌별로 운영하며 새우를 먹기에 제철인 가을에 운영을 한다. 날짜는 해마다 상이할 수도 있으니 방문 전 전화문의 하는 것을 추천한다.",,가능,새우구이,0,10:00~21:00 (20:00 라스트오더),가능(일부 메뉴),가능<br>요금 (무료),,연중무휴,새우 칼국수 / 새우 라면 / 새우 머리 버터구이 등,,2025-10-03 08:30:08.637409000
APD21112609172821311,월미도회집,인천광역시 중구 월미문화로 49,(북성동1가),37.473880463200,126.597355600400,0327621115,월미도횟집은 인천 중구 월미도에 위치한 횟집이다. 눈에 띄는 색감의 간판으로 월미문화의거리에서 쉽게 찾을 수 있다. 이곳은 회의 신선도를 유지하기 위해 금방 잡은 활어를 얼음 물에 잠깐 담갔다 뺀 뒤 접시에 담는다. 덕분에 식사하는 동안 신선한 회를 맛볼 수 있고 횟감이 두툼한 편이다. 또한 횟집 앞으로 붉은 낙조를 바라볼 수 있어 운치 있는 시간을 보낼 수 있다. 월미도를 관광하며 맛있는 회를 즐기길 원한다면 이곳을 추천한다.,,가능,활어회,0,10:00~24:00,가능,가능,전화 예약 문의 (032-762-1115),연중무휴,낙지볶음 / 생선초밥 / 전복죽 등,,2025-10-03 08:30:08.637409000
APD25092307001166446,개항백화,인천광역시 중구 개항로 104 (경동),,37.472259077400,126.634121734500,,"개항백화는 인천로컬지역을 살린 레트로한 감성의 카페이다. 독특한 인테리어와 넓은 내부 공간으로 유명하다. 이곳은 잠봉뵈르 샌드위치가 특히 유명한데, 수제 햄을 장시간 염지 숙성 후 저온 수비드에서 칠링까지 진행해 나오는 프랑스식 잠봉뵈르를 선보이고 있으며 아메리카노와의 궁합이 좋다.",https://www.instagram.com/gaehang.dpt,,잠봉뵈르 샌드위치,0,11:00~22:00,,불가능,,매주 월요일,루벤파스트라미 / 카야토스트 / 아메리카노 등,,2025-10-03 08:30:08.637409000
APD25092307001211102,강화까까,인천광역시 강화군 불은면 덕진로 159,,37.652866436000,126.510544671100,,"강화까까는 강화도의 특산물인 쑥과 인삼을 활용하여  특산물 타르트를 만들고 있다.<br>쑥과 인삼을 한국을 대표하는 농특산물로 이를 활용한 이색적인 디저트를 맛볼 수 있다.<br>중소벤처기업부 로컬크리에이터 기업으로 선정되었으며 매장의 노란색으로 통일된 브랜딩을 엿볼 수 있고, 노란색 지붕은 멀리서도 확인이 가능하다. 가까이 가면 매장 바로 앞에서 감성적인 밭뷰와 매장 후문의 감나무밭뷰를 감상할 수 있어 강화도만의 감성을 느낄 수 있다.",,,시그니처타르트,0,11:00~19:00,,가능,,매주 수요일,쑥타르트 / 레몬인삼타르트 / 아메리카노 등,,2025-10-03 08:30:08.637409000
APD23121410003525084,몰베이크,인천광역시 옹진군 영흥면 영흥로 301,,37.255409352700,126.481147203700,,"영흥대교를 지나 해안로 좌측에 있는 몰베이크는 구 플로레도 커피에서 리모델링 후 운영하는 베이커리형 카페이다. 실내의 통창으로는 바닷가의 확 트인 전망을 볼 수 있고 야외로 나가면 파란 하늘 아래로 흰색 천막을 차양처럼 친 또 다른 테이블들이 있다. 바닷가 바로 앞쪽은 하얀 자갈과 타탄 파라솔 테이블이 설치된 테라스가 있어 마치 외국 휴양지를 연상케 하는 이국적인 분위기를 자아낸다. 밀물에는 넘실대는 푸른 바다가, 썰물에는 드넓은 갯벌이 펼쳐지는 풍경을 볼 수 있으며 석양에 펼쳐지는 노을은 장관을 연출한다. 이곳에는 대형 거울 포토존과 아름다운 배경이 있어 예쁜 사진을 많이 찍을 수 있어서 데이트 장소로도 좋다. 베이커리 카페라 직접 구운 다양한 종류의 빵과 음료를 판매하여 여름에는 팥빙수도 메뉴에 포함되어있다. 맛있는 디저트를 먹으며 넓은 바다와 함께 이국적인 정취를 누리고 싶다면 가족, 친지, 연인과 함께 들러볼 만 하다.",https://www.instagram.com/_molbake/#,,망고치즈빙수,0,- 평일 09:00~20:00<br>- 주말 09:00~21:00,,가능,,연중무휴,청도홍시빙수 / 잠봉루꼴라 소금빵 / 초코 크루아상 / 아인슈페너 등,,2025-10-03 08:30:08.637409000
APD21112609190655490,본가물텀벙,인천광역시 미추홀구 독배로 401,(용현동),37.455725157400,126.649398577700,0328840900,"본가물텀벙의 아구는 쫄깃쫄깃하고 담백하여 미식가들의 사랑을 한몸에 받는다. 아가미, 지느러미, 꼬리 할 것 없이 하나 버릴 것 없는 아구의 각 부위가 매콤한 미나리와 아삭아삭한 콩나물과 함께 어우러져 골라먹는 재미도 각별하다.",,가능,섞어찜,0,10:00 ~ 22:00,가능,주차 가능,전화 예약 문의 (032-884-0900),명절연휴,섞어찜 / 아구찜 / 아구탕 / 아구수육 / 아구지리 / 해물찜 / 해물탕 외,,2025-10-03 08:30:08.637409000
ITD21121410465158701,양반집,인천 미추홀구 경인로7번길 6-13,,37.463216136660,126.644565810914,0328831889,,,,들깨오리백숙, ,10:00~23:00<br>브레이크 타임 없음,가능,,,명절 당일 휴무,,,2025-10-03 08:30:08.637409000
APD22040610000638291,송도갈매기 송림,인천광역시 서구 백범로 872,,0.000000000000,0.000000000000,050713050552,"1988년 개점하여 인천 송도의 명물로 자리 잡았으며, 돼지고기 부위 중 양이 귀한 갈매기살을 주메뉴로 하는 한식 레스토랑이다.",,,양념갈매기살,0,11:30 ~ 22:00,,가능,,,양념갈매기살 / 생갈빗살 외,,2025-10-03 08:30:08.637409000
APD21112609190489869,마니곱창,인천광역시 연수구 옥련로99번길 44,"(옥련동,아주아파트)",37.427281295300,126.652551857100,,마니곱창은 인천광역시 연수구 옥련동에 위치한 곱창전문점이다. 위생등급 매우우수 업소 답게 오픈된 주방과 깔끔한 내부를 자랑하며 재료 또한 국내산 돼지곱창과 막창을 사용한다.,,가능,"야채곱창, 양념막창, 뼈 없는 닭발",0,16:00 ~ 25:00,,아주아파트 상가주차장 가능,,연중무휴,"야채곱창, 양념막창, 뼈 없는 닭발 외",,2025-10-03 08:30:08.637409000
APD22112117334838107,한라담 청라점,인천광역시 서구 경명대로 401,,37.553094453400,126.652878883300,,"한라담은 인천 서구 경서동 경서삼거리 청라국제도시 초입 대로변에 있다. 이곳은 자체적인 숙성 비법으로 7일간의 에이징 숙성을 통해 손님상에 나온다. 이곳의 대표 메뉴는 한라담 돼지근고기다. 그 외에 1++숙성 등심, 이동갈비, 제주오겹살, 명품 삼겹살, 런치 특선, 런치 식사가 있다. 밑반찬은 파무침, 백김치, 갈치속젓, 멜젓 등 10여 가지 반찬이 제공된다. 점심 메뉴 중에는 마늘 듬뿍 소갈비찜, 한라담 갈비탕, 가마솥 김치찌개 등이 있다. 고기를 주문하면 대파와 은박지에 쌓인 새송이버섯이 함께 나온다. 식당 입구에서는 간단히 요리할 수 있는 밀키트나 도시락을 판매하고 있다. 인근에 박물관, 정서진, 골프장, 서로e음길 코스 등이 있어 연계 관광을 할 수 있다.<br>※ 반려동물 동반 불가",http://didimworld.co.kr/main.html,,,0,,,,,,,,2025-10-03 08:30:08.637409000
APD22112117335628308,꼬리별 베이커리 카페&풋스파,인천광역시 강화군 해안남로 138 장어고을,,37.615971159500,126.534718487000,,"꼬리별 베이커리 카페&풋스파는 강화도 길상면 황산도 선착장 인근에 있다. 매장 앞에 넓은 주차장이 있어 차량으로 방문하기 편리하다. 이곳은 바다를 보며 힐링할 수 있는 베이커리 카페다. 하얀색 통창 건물로 1층은 매일 아침 직접 구운 40여 가지 빵이 있는 가든 스페이스 베이커리 카페이고, 2층은 서해 뷰를 감상하는 풋스파 스페이스와 피크닉 스페이스가 있다. 3층은 개방형 창이 있는 테라스 스페이스이다. 4층은 야외 루프탑이다. 주말 및 공휴일은 일출 이벤트로 AM6:00 오픈한다. 동절기, 하절기, 일출 시각에 따라 오픈 시간이 달라지니 전화 확인이 필요하다. 일출 풋스파는 예약제이다. 인근에 황산선착장, 초지진, 동검도, 전등사, 동막해변 등이 있어 연계 관광을 할 수 있다.",http://kkorystarcafe.com/,,,0,,,,,,,,2025-10-03 08:30:08.637409000
APD22112117335668810,강화도무스비,인천광역시 강화군 해안남로1170번길 10-2,,37.612031341200,126.455720269100,,"강화도무스비는 강화도 화도면 함허동천 인근에 있다. 매장 앞에 주차장이 있어 차량으로 방문하기 편리하다. 이곳은 무스비 전문점으로 유명 맛집 방송 프로그램에 다수 소개되었다. 매장은 독특한 2층 건물에 통유리로 되어 있고 매장 앞 정원에 테이블 7석이 배치되어 있다. 키오스크로 비대면 주문을 할 수 있다. 메뉴는 강화도 무스비, 강화도 커피, 하와이안 무스비, 떡갈비 무스비, 명란 와사비 무스비, 해초 게살 유부초밥, 소시지 깁밥 등이 있다. 커피, 라테, 에이드, 주스, 스무디, 차 등 각종 음료도 준비되어 있다. 이 외에 연탄 케이크, 크로플, 커피콩 빵 등이 있다. 인근에 마니산, 함허동천, 전등사, 동막해변 등이 있어 연계 관광을 할 수 있다.",http://instagram.com/musubi_cafe__,,,0,,,,,,,,2025-10-03 08:30:08.637409000
APD22112210025595875,js가든 현대프리미엄아울렛송도점,인천광역시 연수구 송도국제대로 123 현대프리미엄 아울렛 송도점,3층,37.382803223600,126.657999814400,,"js가든 현대프리미엄 아울렛 송도점은 인천 1호선 테크노파크역 2번 출구 송도 국제대로 현대프리미엄 아울렛 3층에 있다. 주차는 매장이 있는 건물 지하 주차장을 이용할 수 있다. 이곳은 전체적으로 깔끔하고 분위기 좋은 고급 중식 레스토랑이다. 프라이빗하게 식사를 즐길 수 있는 공간이 있어 모임 장소로 좋다. 아이가 있는 손님을 위한 아이 의자도 있고 다양한 종류의 와인도 있다. 반 오픈 키친 타입으로 요리사님이 요리하는 것도 볼 수 있다. 단품 요리부터 북경요리까지 요리의 종류가 다양하다. 기본 찬으로 짜이와 무절임이 나오고 따뜻한 재스민 차가 나온다. 대표 메뉴에는 Nari 점심코스, Lily 저녁코스가 있다. 이외 목화솜탕수육, 깐풍새우, 마라 중새우, 가지 돼지고기볶음, 소고기탕수육, 소고기난자완스 등이 있다. 식당 인근에 송도센트럴파크, 인천상륙작전기념관, 인천시립박물관이 있어 식전 후 둘러볼 수 있다.",https://www.instagram.com/jsgarden_/,,,0,,,,,,,,2025-10-03 08:30:08.637409000
APD22112210025607589,드렁킨타이 송도점,인천광역시 연수구 송도과학로28번길 8 더샵 송도트리플타워 East,141호,37.382514415200,126.660677356000,,"드렁킨타이 송도점은 인천 1호선 테크노파크역 2번 출구 송도과학로 송도트리플타워 East 1층에 있다. 주차는 매장이 있는 건물 지하 주차장을 이용할 수 있다. 이곳은 뉴트로 감성이 가득한 현지 느낌의 태국 음식 전문점이다. 기본적인 웨이팅이 있다. 협소한 공간에 화려한 핑크색으로 꾸민 인테리어는 태국 스트리트 맛집에 들어온 느낌이 든다. 주문은 카운터에서 선불이고, 반찬, 물은 셀프이다. 메뉴에는 소고기 국수, 팟타이 치킨이 있다. 이외 팟타이 해물, 팟타이 새우, 커리라이스 치킨, 커리라이스 해물, 팟카파오무쌉 등이 있다. 밥과 면 추가는 무료이다. 식당 인근에 송도센트럴파크, 인천상륙작전기념관, 인천시립박물관이 있어 식전 후 둘러볼 수 있다.",http://instagram.com/drunkinthai_songdo,,,0,,,,,,,,2025-10-03 08:30:08.637409000
APD22112210025649111,장모족발 글로벌캠퍼스점,인천광역시 연수구 송도문화로28번길 28 송도글로벌캠퍼스푸르지오,203동 지상1층 118호,37.376873315500,126.655675190500,,"장모족발 글로벌캠퍼스점은 인천지하철 1호선 테크노파크역 2번 출구 송도문화로 송도글로벌캠퍼스에 있다. 주차는 글로벌 캠퍼스 지하주차장을 무료로 이용할 수 있다. 이곳은 정성껏 재료를 달여 특유의 돼지 냄새가 없는 송도 판매량 1위 족발 전문점이다. 실내는 깔끔하고 쾌적한 모습이다. 기본 세팅으로 상추, 고추, 부추, 마늘, 쌈장, 젓갈, 콩나물국, 막국수, 무생채가 나온다. 메뉴에는 장모 왕족, 숯불치즈핫족이 있다. 이외 쭈쪽, 핫바베큐족, 오븐족, 향채족, 장모 쟁반국수, 왕새우튀김, 감자튀김 등이 있다. 식당 인근에 송도센트럴파크, 인천상륙작전기념관, 인천시립박물관, 대형 쇼핑몰, 골프장 등이 있어 식사 전후 둘러볼 수 있다.",,,,0,,,,,,,,2025-10-03 08:30:08.637409000
APD22112210025668919,텐메이,인천광역시 연수구 센트럴로 160 송도센트럴파크푸르지오,"판매시설동 235,236호",37.392382415600,126.643736960600,,"텐메이는 인천지하철 1호선 인천대입구역 4번 출구 컨벤시아대로 송도센트럴파크 인근 아파트 상가 2층에 있는 일식당이다. 주차는 매장이 있는 건물 지하주차장을 이용할 수 있다. 가성비와 분위기를 동시에 즐길 수 있는 오마카세 맛집으로 예약금이 없어 예약 취소 부담이 없다. 입구에 들어가면 바로 닷지석이 보이고 룸이 4-5개 정도 있다. 메뉴에는 닷찌 프리미엄 오마카세, 닷찌 스시 오마카세가 있다. 이외 LUNCH 오마카세, ROOM DINNER 오마카세가 있다. 메뉴는 요리 음식의 특성상 그때그때 달라진다. 식당 인근에 송도센트럴파크, 인천상륙작전기념관, 인천시립박물관, 대형 쇼핑몰, 골프장 등이 있어 연계 관광을 할 수 있다.",,,,0,,,,,,,,2025-10-03 08:30:08.637409000
APD23082510001369721,선식당,인천광역시 서구 보석로11번길 13,,37.520292197900,126.623707460800,,"선식당은 인천광역시 서구 청라동에 있는 퓨전음식 전문점이다. 청라국제도시 로봇랜드 타워 와 가깝고 푸짐한 양과 다양한 메뉴로 인기가 많다. 식당 내부는 동남아시아의 노상 식당 분위기로 꾸며 놓았으며 1인 1메뉴 주문이 원칙이다. 가성비가 좋은 편이고 추가 반찬용 셀프 바가 준비되어 있다. 대표 메뉴는 그릴 스테이크 샐러드지만 꿔바로우, 봉골레 슈림프 파스타도 인기가 많다. 주차장은 식당 바로 앞에 있어 이용이 편리하다. 식당 인근에는 해넘이로 유명한 정서진이 있고 도보 10분 거리에 분수쇼를 하는 청라 중앙호수공원이 있어 식사 후 연계 관광도 가능하다.<br>※ 반려동물 동반 불가",http://seoncompany.kr/,가능,그릴스테이크샐러드,0,11:00~21:00(브레이크타임 14:50~16:00 / 라스트오더 20:15),가능,있음 / 주차요금 무료,,연중무휴,"그릴스테이크샐러드, 꿔바로우. 모짜렐라토마토, 봉골레 쉬림프",,2025-10-03 08:30:08.637409000
